sentence1	sentence2	similarity	partition	pair_id	sentence1_id	sentence2_id	similarity_scaled	language	length1	length2	ner_s1	ner_s2	ner_s1_tokens	ner_s2_tokens	dep_labels_s1	dep_labels_s2	size_proportion	size_mean	voc_inter	bigram_inter	ner_inter	sim_sint	sim_sint_root	dep_labels_inter	dep_labels_inter_dup	topic_s1	topic_s2	same_topic	pred_paraphrase-multilingual-mpnet-base-v2	pred_paraphrase-multilingual-MiniLM-L12-v2	pred_distiluse-base-multilingual-cased-v1	pred_distiluse-base-multilingual-cased-v2	pred_all-mpnet-base-v2
Bakenmut leva roupas para Yunet e ajuda a vilã a fugir do palácio.	Dificultando assim a fuga da vilã pelas as ruas.	2.0	test	7021	7002	16943	0.25	ptbr-test	14	10	['Bakenmut', 'Yunet']	[]	['Bakenmut', 'Yunet']	[]	['None', 'nsubj', 'ROOT', 'obj', 'case', 'nmod', 'cc', 'conj', 'mark', 'aux', 'mark', 'xcomp', 'case', 'obl', 'None']	['None', 'ROOT', 'advmod', 'det', 'obj', 'case', 'nmod', 'obj', 'det', 'ROOT', 'None']	0.7143	12.0	0.1053	0.0	0.0	0.0	0.0	0.308	0.364	entretenimento	entretenimento	1	2.9238210916519165	2.98071837425232	1.90315330028534	1.822696328163147	3.748775005340576
Cerca de três meses após a contratação, Ronaldinho Gaúcho não é mais jogador do Fluminense.	O meia Ronaldinho Gaúcho pediu sua rescisão de contrato e está fora do Fluminense.	3.75	test	7022	7003	16944	0.6875	ptbr-test	17	15	['Ronaldinho Gaúcho', 'Fluminense']	['Ronaldinho Gaúcho', 'Fluminense']	['Ronaldinho', 'Gaúcho', 'Fluminense']	['Ronaldinho', 'Gaúcho', 'Fluminense']	['None', 'advmod', 'case', 'nummod', 'obl', 'case', 'det', 'nmod', 'punct', 'nsubj', 'flat:name', 'advmod', 'cop', 'advmod', 'ROOT', 'case', 'obl', 'None']	['None', 'det', 'nsubj', 'appos', 'flat:name', 'ROOT', 'det', 'obj', 'case', 'nmod', 'cc', 'cop', 'conj', 'case', 'obl', 'None']	0.8824	16.0	0.2083	0.08	1.0	0.111	0.222	0.533	0.6	futebol_esporte	futebol_esporte	1	4.105757713317871	3.907593250274658	3.605615615844727	3.7502715587615967	4.423640966415405
Segundo a Microsoft, o novo Office e o Windows 10 são a solução mais completa para a produtividade.	Segundo a Microsoft, o Office 2016 traz novas versões de seus aplicativos de desktop para o sistema Windows.	3.5	test	7023	7004	16945	0.625	ptbr-test	20	20	['Microsoft', 'Office', 'Windows']	['Microsoft', 'Office', 'Windows']	['Microsoft', 'Office', 'Windows']	['Microsoft', 'Office', 'Windows']	['None', 'case', 'det', 'nmod', 'punct', 'det', 'amod', 'nsubj', 'cc', 'det', 'conj', 'flat:name', 'cop', 'det', 'ROOT', 'advmod', 'amod', 'case', 'det', 'obl', 'None']	['None', 'case', 'det', 'obl', 'punct', 'det', 'nsubj', 'flat:name', 'ROOT', 'amod', 'obj', 'case', 'det', 'nmod', 'case', 'nmod', 'case', 'det', 'nmod', 'amod', 'None']	1.0	20.0	0.2917	0.0968	1.0	0.325	0.25	0.643	0.737	produtos_tecnologia	produtos_tecnologia	1	3.6673684120178223	3.363271713256836	3.297954797744751	3.369451999664306	4.124497652053833
O Grêmio enfrenta o Cruzeiro no domingo às 16h (horário de Brasília).	A partida no Mineirão ocorre no domingo, às 16h, pelo Campeonato Brasileiro.	2.75	test	7024	7005	16946	0.4375	ptbr-test	15	15	['Grêmio', 'Cruzeiro', 'Brasília']	['Mineirão', 'Campeonato Brasileiro']	['Grêmio', 'Cruzeiro', 'Brasília']	['Mineirão', 'Campeonato', 'Brasileiro']	['None', 'det', 'nsubj', 'ROOT', 'det', 'obj', 'case', 'obl', 'case', 'det', 'obl', 'punct', 'appos', 'case', 'nmod', 'punct', 'None']	['None', 'det', 'nsubj', 'appos', 'flat:name', 'ROOT', 'case', 'obl', 'punct', 'case', 'det', 'obl', 'punct', 'case', 'obl', 'flat:name', 'None']	1.0	15.0	0.1	0.0	0.0	0.483	0.6	0.7	0.8	futebol_esporte	futebol_esporte	1	4.245154857635498	3.381210803985596	3.3336100578308105	3.534687042236328	3.8196890354156494
Na semana, a moeda americana acumulou avanço de 0,26%.	Na semana, o dólar acumulou alta de 0,35 por cento.	3.5	test	7025	7006	16947	0.625	ptbr-test	12	12	[]	[]	[]	[]	['None', 'dep', 'flat:name', 'punct', 'det', 'nsubj', 'amod', 'ROOT', 'obj', 'case', 'nummod', 'nmod', 'None']	['None', 'obl', 'flat:name', 'punct', 'det', 'nsubj', 'ROOT', 'obj', 'case', 'nummod', 'nmod', 'compound', 'None']	1.0	12.0	0.2667	0.0625	0.0	0.667	0.667	0.692	0.818	economia_mercado	economia_mercado	1	3.9401814937591553	4.210998058319092	3.405773162841797	3.644542694091797	4.305935859680176
O Moto X Style já está disponível em diversas lojas.	Já o Moto X Style marca a entrada no território dos phablets.	3.0	test	7026	7007	16948	0.5	ptbr-test	11	13	['Moto X Style']	['Moto X Style']	['Moto', 'X', 'Style']	['Moto', 'X', 'Style']	['None', 'det', 'nsubj', 'case', 'nmod', 'advmod', 'cop', 'ROOT', 'case', 'det', 'obl', 'None']	['None', 'advmod', 'det', 'nsubj', 'case', 'nmod', 'ROOT', 'det', 'obj', 'case', 'ROOT', 'acl', 'obj', 'None']	0.8462	12.0	0.2941	0.1765	1.0	0.0	0.0	0.6	0.727	produtos_tecnologia	produtos_tecnologia	1	4.295864582061768	4.208094120025635	3.3585429191589355	3.641437292098999	4.323085069656372
Marcelo Oliveira dominou na entrada da área e soltou uma pancada, sem chances para Cássio.	Depois, o mesmo Giuliano recebeu lançamento preciso de Marcelo Oliveira, pela direita.	2.25	test	7027	7008	16949	0.3125	ptbr-test	17	15	['Marcelo Oliveira', 'Cássio']	['Giuliano', 'Marcelo Oliveira']	['Marcelo', 'Oliveira', 'Cássio']	['Giuliano', 'Marcelo', 'Oliveira']	['None', 'nsubj', 'flat:name', 'ROOT', 'obj', 'flat:name', 'case', 'nmod', 'cc', 'conj', 'det', 'obj', 'punct', 'case', 'obl', 'case', 'nmod', 'None']	['None', 'advmod', 'punct', 'det', 'amod', 'nsubj', 'ROOT', 'obj', 'amod', 'case', 'nmod', 'flat:name', 'punct', 'conj', 'flat:name', 'None']	0.8824	16.0	0.0385	0.0	0.5	0.222	0.667	0.692	0.667	futebol_esporte	0	0	3.4049057960510254	3.180680751800537	3.000408411026001	3.036745548248291	3.664118766784668
Começou nesta quinta, 10, o Festival da Rabeca, no município de Bom Jesus do Guguéia.	Esse é um dos objetivos do Festival de Rabecas de Bom Jesus, que chega à sua oitava edição.	3.5	test	7028	7009	16950	0.625	ptbr-test	19	20	['Festival', 'Rabeca', 'Bom Jesus', 'Guguéia']	['Festival', 'Rabecas', 'Bom Jesus']	['Festival', 'Rabeca', 'Bom', 'Jesus', 'Guguéia']	['Festival', 'Rabecas', 'Bom', 'Jesus']	['None', 'ROOT', 'case', 'det', 'obl', 'punct', 'appos', 'punct', 'det', 'appos', 'case', 'nmod', 'punct', 'case', 'obl', 'case', 'nmod', 'flat:name', 'case', 'nmod', 'None']	['None', 'nsubj', 'cop', 'det', 'acl', 'ROOT', 'case', 'nmod', 'case', 'nmod', 'case', 'nmod', 'flat:name', 'punct', 'nsubj', 'acl:relcl', 'obj', 'det', 'amod', 'obj', 'None']	0.95	19.5	0.1429	0.0333	0.5	0.182	0.182	0.429	0.579	entretenimento	entretenimento	1	3.231243848800659	4.028380870819092	2.838762283325196	2.864543557167053	4.121829509735107
No caso das famílias, houve alta de 0,3 ponto percentual, com taxa em 9% ao ano.	A inadimplência das empresas subiu 0,1 ponto percentual para 4%.	2.25	test	7029	7010	16951	0.3125	ptbr-test	20	12	[]	[]	[]	[]	['None', 'case', 'obl', 'acl', 'amod', 'punct', 'ROOT', 'obj', 'case', 'nummod', 'nmod', 'amod', 'punct', 'case', 'obl', 'case', 'nummod', 'nmod', 'case', 'det', 'nmod', 'None']	['None', 'det', 'nsubj', 'acl', 'nmod:npmod', 'ROOT', 'nummod', 'obj', 'amod', 'case', 'nummod', 'nmod', 'None']	0.6	16.0	0.0833	0.0	0.0	0.567	0.4	0.667	0.581	economia_mercado	economia_mercado	1	2.9264191389083862	3.111762523651123	2.30433452129364	2.2477251291275024	3.832574844360352
Há dois anos ele lutava contra um câncer no cérebro.	Lutava contra um tumor no cérebro há mais de um ano.	4.5	test	7030	7011	16952	0.875	ptbr-test	11	12	[]	[]	[]	[]	['None', 'advcl', 'nummod', 'obj', 'nsubj', 'ROOT', 'case', 'det', 'obl', 'amod', 'amod', 'None']	['None', 'ROOT', 'case', 'det', 'obl', 'case', 'ROOT', 'advcl', 'advmod', 'case', 'nummod', 'obj', 'None']	0.9167	11.5	0.4286	0.1875	0.0	0.8	0.4	0.7	0.667	saúde	0	0	4.616337299346924	4.431049108505249	4.236701488494873	4.264752388000488	4.753660678863525
Assim, para navegar pelo conteúdo, é preciso apenas girar o rosto.	Para navegar pelo conteúdo, basta girar o rosto.	5.0	test	7031	7012	16953	1.0	ptbr-test	14	10	[]	[]	[]	[]	['None', 'advmod', 'punct', 'mark', 'advcl', 'case', 'obl', 'punct', 'cop', 'ROOT', 'advmod', 'csubj', 'det', 'obj', 'None']	['None', 'mark', 'advcl', 'case', 'obj', 'punct', 'ROOT', 'xcomp', 'det', 'obj', 'None']	0.7143	12.0	0.5833	0.4167	0.0	0.667	0.333	0.583	0.636	0	0	1	4.9299046993255615	4.813781261444092	4.506031274795532	4.449959754943848	4.622199058532715
A autorização para que Lula seja ouvido foi concedida pelo ministro Teori Zavascki.	O ministro do STF Teori Zavascki ressaltou na decisão que Lula não está sendo investigado na operação.	2.75	test	7032	7013	16954	0.4375	ptbr-test	14	18	['Lula', 'Teori Zavascki']	['STF Teori Zavascki', 'Lula']	['Lula', 'Teori', 'Zavascki']	['STF', 'Teori', 'Zavascki', 'Lula']	['None', 'det', 'nsubj:pass', 'mark', 'mark', 'nsubj:pass', 'aux:pass', 'acl', 'aux:pass', 'ROOT', 'case', 'obl', 'appos', 'flat:name', 'None']	['None', 'det', 'ROOT', 'case', 'nmod', 'nsubj', 'flat:name', 'ROOT', 'obj', 'obj', 'mark', 'nsubj:pass', 'advmod', 'aux', 'aux:pass', 'ccomp', 'obj', 'flat:name', 'None']	0.7778	16.0	0.2083	0.0769	0.75	0.0	0.0	0.438	0.467	política	política	1	3.65307092666626	3.277958631515503	3.151494264602661	3.4507832527160645	3.6815052032470703
A instituição possui cerca de 15 mil estudantes inscritos por ano.	Cerca de 3,3 mil pessoas estudam na Umpqua Community College.	2.0	test	7033	7014	16955	0.25	ptbr-test	12	11	[]	['Umpqua Community College']	[]	['Umpqua', 'Community', 'College']	['None', 'det', 'nsubj', 'ROOT', 'advmod', 'case', 'nummod', 'nummod', 'obj', 'amod', 'case', 'nmod', 'None']	['None', 'advmod', 'case', 'dep', 'nummod', 'nsubj', 'ROOT', 'obj', 'flat:name', 'flat:name', 'flat:name', 'None']	0.9167	11.5	0.1667	0.0556	0.0	0.19	0.571	0.545	0.571	notícia_outras	0	0	2.877249240875244	2.7929171323776245	2.613240599632263	2.7742369174957275	3.322732448577881
O meia Philippe Coutinho foi cortado da seleção brasileira.	Philippe Coutinho se lesionou em jogo do Liverpool.	2.0	test	7034	7015	16956	0.25	ptbr-test	10	9	['Philippe Coutinho']	['Philippe Coutinho', 'Liverpool']	['Philippe', 'Coutinho']	['Philippe', 'Coutinho', 'Liverpool']	['None', 'det', 'nsubj:pass', 'appos', 'flat:name', 'aux:pass', 'ROOT', 'case', 'obl', 'amod', 'None']	['None', 'nsubj', 'flat:name', 'expl', 'ROOT', 'case', 'obl', 'case', 'nmod', 'None']	0.9	9.5	0.1333	0.0714	0.67	0.416	0.333	0.333	0.471	futebol_esporte	futebol_esporte	1	3.7246322631835938	4.089382410049439	3.8523805141448975	3.948300361633301	3.906350135803223
A agência estatal de notícias Xinhua colocou o número de feridos em 50.	A agência estatal de notícias Xinhua informou que 48 pessoas ficaram feridas.	4.25	test	7035	7016	16957	0.8125	ptbr-test	14	13	['Xinhua']	['Xinhua']	['Xinhua']	['Xinhua']	['None', 'det', 'nsubj', 'amod', 'case', 'nmod', 'flat:name', 'ROOT', 'det', 'obj', 'case', 'acl', 'case', 'obl', 'None']	['None', 'det', 'nsubj', 'amod', 'case', 'nmod', 'flat:name', 'ROOT', 'mark', 'nummod', 'nsubj', 'ccomp', 'dep', 'None']	0.9286	13.5	0.3333	0.2778	1.0	0.75	0.5	0.5	0.56	notícia_mundial	notícia_mundial	1	3.534919261932373	3.889267921447754	3.997113704681397	4.002653121948242	4.100011348724365
A Apple removeu mais de 300 aplicativos infectados com códigos maliciosos da App Store nesta segunda-feira (21).	A App Store da Apple foi infectada com um malware no final de semana que estava invadindo aplicativos conhecidos.	3.25	test	7036	7017	16958	0.5625	ptbr-test	20	20	['Apple', 'App Store']	['App Store', 'Apple']	['Apple', 'App', 'Store']	['App', 'Store', 'Apple']	['None', 'det', 'nsubj', 'ROOT', 'advmod', 'case', 'nummod', 'amod', 'obj', 'case', 'obl', 'amod', 'case', 'nmod', 'flat:name', 'case', 'det', 'nmod', 'punct', 'appos', 'punct', 'None']	['None', 'case', 'nsubj:pass', 'flat:name', 'flat:name', 'flat:name', 'aux:pass', 'ROOT', 'case', 'det', 'obl', 'case', 'nmod', 'case', 'nmod', 'nsubj', 'aux', 'acl:relcl', 'advmod', 'dep', 'None']	1.0	20.0	0.2857	0.0303	1.0	0.0	0.0	0.444	0.615	produtos_tecnologia	produtos_tecnologia	1	4.081704139709473	3.9246301651000977	3.709702491760254	3.693338632583618	4.364701509475708
A rede de TV CNN informou que ele tinha pouco mais de 20 anos.	A rede CNN informava que 10 pessoas morreram e 20 ficaram feridas com os disparos.	1.75	test	7037	7018	16959	0.1875	ptbr-test	15	16	['TV CNN']	['CNN']	['TV', 'CNN']	['CNN']	['None', 'det', 'nsubj', 'case', 'nmod', 'flat:name', 'ROOT', 'mark', 'nsubj', 'ccomp', 'advmod', 'advmod', 'case', 'nummod', 'obj', 'None']	['None', 'det', 'nsubj', 'appos', 'ROOT', 'mark', 'nummod', 'nsubj', 'ccomp', 'cc', 'conj', 'conj', 'dep', 'case', 'det', 'obl', 'None']	0.9375	15.5	0.2174	0.0385	0.5	0.6	0.8	0.438	0.552	notícia_mundial	notícia_mundial	1	2.350718140602112	2.614102244377136	3.2243123054504395	3.445478200912476	3.580128192901612
O atendimento no Sine funciona das 7h30 às 13h30 (horário local).	O atendimento é das 8h às 17h, de segunda à sexta-feira.	2.0	test	7038	7019	16960	0.25	ptbr-test	14	13	['Sine']	[]	['Sine']	[]	['None', 'det', 'nsubj', 'appos', 'flat:name', 'ROOT', 'acl', 'obj', 'case', 'det', 'obl', 'punct', 'appos', 'amod', 'punct', 'None']	['None', 'det', 'nsubj', 'cop', 'acl', 'ROOT', 'case', 'det', 'obl', 'punct', 'case', 'nmod', 'case', 'nmod', 'None']	0.9286	13.5	0.2222	0.0526	0.0	0.555	0.444	0.538	0.593	0	0	1	3.724756002426148	3.909559011459351	2.33726704120636	3.035738706588745	4.007210969924927
O corpo será levado em um caminhão do Corpo de Bombeiros.	A cerimônia começará assim que o corpo for liberado.	2.5	test	7039	7020	16961	0.375	ptbr-test	12	10	['Corpo', 'Bombeiros']	[]	['Corpo', 'Bombeiros']	[]	['None', 'det', 'nsubj:pass', 'aux:pass', 'ROOT', 'case', 'det', 'obl', 'case', 'nmod', 'case', 'nmod', 'None']	['None', 'det', 'nsubj', 'ROOT', 'advmod', 'mark', 'det', 'nsubj:pass', 'aux:pass', 'ccomp', 'None']	0.8333	11.0	0.1176	0.0588	0.0	0.0	0.0	0.364	0.5	notícia_outras	notícia_outras	1	2.459956169128418	2.3354883193969727	2.6872005462646484	2.7751675844192505	3.600336790084839
Na volta do intervalo, o jogo passou a ser comandado apenas pelo time de Jorge Sampaoli.	A partir daí, o jogo passou a ser comandado pelo time chileno.	4.0	test	7040	7021	16962	0.75	ptbr-test	18	14	['Jorge Sampaoli']	[]	['Jorge', 'Sampaoli']	[]	['None', 'obl', 'flat:name', 'case', 'nmod', 'punct', 'det', 'nsubj:pass', 'aux', 'obl', 'aux:pass', 'ROOT', 'advmod', 'amod', 'obl', 'case', 'nmod', 'flat:name', 'None']	['None', 'case', 'obl', 'case', 'advmod', 'punct', 'det', 'nsubj:pass', 'aux', 'obl', 'aux:pass', 'ROOT', 'case', 'obl', 'flat:name', 'None']	0.7778	16.0	0.4211	0.3	0.0	0.466	1.0	0.833	0.839	futebol_esporte	futebol_esporte	1	3.045003652572632	3.0809884071350098	3.112237930297852	3.241942405700684	3.898191213607788
Depois, representantes do River Plate apresentaram sua defesa.	No Monumental de Nuñez, o River devolveu o placar.	2.0	test	7041	7022	16963	0.25	ptbr-test	10	11	['River Plate']	['Monumental', 'Nuñez', 'River']	['River', 'Plate']	['Monumental', 'Nuñez', 'River']	['None', 'advmod', 'punct', 'nsubj', 'case', 'nmod', 'flat:name', 'ROOT', 'det', 'obj', 'None']	['None', 'case', 'obl', 'case', 'nmod', 'punct', 'det', 'nsubj', 'ROOT', 'det', 'obj', 'None']	0.9091	10.5	0.0667	0.0	0.25	0.222	0.667	0.7	0.737	futebol_esporte	0	0	2.809015274047852	2.643960237503052	2.617833018302917	2.613081932067871	3.810135841369629
Segundo os profissionais, a sepse não é a infecção que está em todos os locais do organismo.	A sepse é uma síndrome caracterizada por resposta grave do organismo a uma infecção.	3.25	test	7042	7023	16964	0.5625	ptbr-test	19	15	[]	[]	[]	[]	['None', 'case', 'det', 'nmod', 'punct', 'det', 'csubj', 'advmod', 'cop', 'det', 'ROOT', 'nsubj', 'cop', 'case', 'det', 'fixed', 'nmod', 'case', 'nmod', 'None']	['None', 'det', 'csubj', 'cop', 'det', 'ROOT', 'acl', 'case', 'obl:agent', 'amod', 'case', 'nmod', 'case', 'det', 'obl', 'None']	0.7895	17.0	0.2857	0.0741	0.0	0.8	0.6	0.429	0.625	saúde	saúde	1	3.30648136138916	3.3504083156585693	2.714505672454834	2.808798909187317	3.889118432998657
O novo texto foi aprovado por 323 votos favoráveis, 155 contrários e duas abstenções.	A emenda terminou sendo aprovada por 323 votos favoráveis e 155 votos contrários.	4.25	test	7043	7024	16965	0.8125	ptbr-test	16	14	[]	[]	[]	[]	['None', 'det', 'amod', 'nsubj:pass', 'aux:pass', 'ROOT', 'case', 'nummod', 'obl:agent', 'amod', 'punct', 'nummod', 'appos', 'cc', 'nummod', 'conj', 'None']	['None', 'det', 'nsubj:pass', 'aux', 'aux:pass', 'ROOT', 'case', 'nummod', 'obl:agent', 'amod', 'cc', 'nummod', 'conj', 'amod', 'None']	0.875	15.0	0.3	0.087	0.0	0.762	0.857	0.769	0.857	0	0	1	4.687891483306885	4.585795879364014	4.242848634719849	4.259013891220093	4.653125762939453
Eles teriam sido usados para recrutar gerentes da Caixa para a fraude.	Eles eram usados para recrutar gerentes do banco para agir no esquema.	4.25	test	7044	7025	16966	0.8125	ptbr-test	13	13	['Caixa']	[]	['Caixa']	[]	['None', 'nsubj:pass', 'aux', 'aux:pass', 'ROOT', 'mark', 'advcl', 'obj', 'case', 'nmod', 'case', 'det', 'nmod', 'None']	['None', 'nsubj:pass', 'aux:pass', 'ROOT', 'mark', 'advcl', 'obj', 'case', 'nmod', 'mark', 'advcl', 'case', 'obl', 'None']	1.0	13.0	0.2941	0.1579	0.0	0.857	0.857	0.727	0.75	0	0	1	4.405311822891235	3.562320709228516	3.678406238555908	3.885989904403688	4.015127897262573
Canteros lançou e Everton dividiu com o goleiro Alex Muralha.	Canteros lançou Éverton, mas Alex Muralha tirou a bola de carrinho.	3.75	test	7045	7026	16967	0.6875	ptbr-test	11	13	['Canteros', 'Everton', 'Alex Muralha']	['Canteros', 'Éverton', 'Alex Muralha']	['Canteros', 'Everton', 'Alex', 'Muralha']	['Canteros', 'Éverton', 'Alex', 'Muralha']	['None', 'nsubj', 'ROOT', 'cc', 'nsubj', 'conj', 'case', 'det', 'obl', 'appos', 'flat:name', 'None']	['None', 'nsubj', 'ROOT', 'obj', 'punct', 'cc', 'nsubj', 'flat:name', 'conj', 'det', 'obj', 'case', 'nmod', 'None']	0.8462	12.0	0.2353	0.1176	0.6	0.8	0.8	0.583	0.727	futebol_esporte	futebol_esporte	1	4.154127597808838	3.6033453941345215	3.873337745666504	3.9450743198394775	4.575679302215576
A primeira fase da Uefa Europa League é definida pela eliminatória direta.	O vencedor desta eliminatória garante vaga direta na fase de grupos do maior torneio da Europa.	3.0	test	7046	7027	16968	0.5	ptbr-test	13	17	['Uefa Europa League']	['Europa']	['Uefa', 'Europa', 'League']	['Europa']	['None', 'det', 'amod', 'nsubj:pass', 'case', 'nmod', 'flat:name', 'flat:name', 'aux:pass', 'ROOT', 'nsubj:pass', 'flat:name', 'flat:name', 'None']	['None', 'det', 'nsubj', 'case', 'det', 'nmod', 'ROOT', 'obj', 'amod', 'ROOT', 'flat:name', 'case', 'nmod', 'case', 'amod', 'nmod', 'case', 'nmod', 'None']	0.7647	15.0	0.2174	0.0	0.33	0.0	0.0	0.6	0.414	futebol_esporte	futebol_esporte	1	3.742878437042236	3.7346036434173584	3.3376922607421875	3.205936908721924	3.87741756439209
Judite se perde de Ana e fica desesperada.	Ana fala para Judite que elas também devem partir com os hebreus.	1.75	test	7047	7028	16969	0.1875	ptbr-test	9	13	['Judite', 'Ana']	['Ana', 'Judite']	['Judite', 'Ana']	['Ana', 'Judite']	['None', 'nsubj', 'expl', 'ROOT', 'case', 'obl', 'cc', 'conj', 'dep', 'None']	['None', 'nsubj', 'ROOT', 'case', 'obl', 'mark', 'nsubj', 'advmod', 'aux', 'ccomp', 'case', 'det', 'obl', 'None']	0.6923	11.0	0.1111	0.0	1.0	0.571	0.571	0.308	0.4	entretenimento	entretenimento	1	2.898069977760315	2.757597684860229	2.418948769569397	2.8530492782592773	3.660125494003296
Em fase turbulenta, o zagueiro Piqué perdeu a bola para Nolito no meio de campo.	Nolito interceptou passe errado de Piqué cabeceando a bola nas costas do zagueiro.	3.75	test	7048	7029	16970	0.6875	ptbr-test	17	14	['Piqué', 'Nolito']	['Nolito', 'Piqué']	['Piqué', 'Nolito']	['Nolito', 'Piqué']	['None', 'case', 'ROOT', 'amod', 'punct', 'det', 'appos', 'nsubj', 'ROOT', 'det', 'obj', 'case', 'nmod', 'case', 'ROOT', 'case', 'nmod', 'None']	['None', 'nsubj', 'ROOT', 'obj', 'acl', 'case', 'nmod', 'acl', 'det', 'obj', 'det', 'obj', 'case', 'nmod', 'None']	0.8235	15.5	0.2727	0.04	1.0	0.0	0.0	0.6	0.621	futebol_esporte	futebol_esporte	1	4.325017929077148	4.257408380508423	4.019624710083008	4.176076412200928	4.231531143188477
David Luiz, lesionado, será substituído por Marquinhos, seu companheiro no Paris Saint-Germain.	Já Marquinhos entra no lugar de David Luiz.	3.75	test	7049	7030	16971	0.6875	ptbr-test	16	9	['David Luiz', 'Marquinhos', 'Paris Saint Germain']	['Marquinhos', 'David Luiz']	['David', 'Luiz', 'Marquinhos', 'Paris', 'Saint', 'Germain']	['Marquinhos', 'David', 'Luiz']	['None', 'nsubj:pass', 'flat:name', 'punct', 'acl', 'punct', 'aux:pass', 'ROOT', 'case', 'obl:agent', 'punct', 'det', 'appos', 'appos', 'flat:name', 'flat:name', 'None']	['None', 'advmod', 'nsubj', 'ROOT', 'obj', 'obj', 'case', 'nmod', 'flat:name', 'None']	0.5625	12.5	0.1111	0.0	0.5	0.0	0.0	0.214	0.261	entretenimento	0	0	4.057973623275757	3.918050765991211	3.79809832572937	3.94277286529541	4.11483907699585
Entretanto, houve melhora frente ao mesmo mês de 2014, quando houve déficit de R$ 10,45 bilhões.	O Governo já elevou o déficit orçamentário da União em 2016 de R$ 30,5 bilhões par R$ 72 bilhões.	2.5	test	7050	7031	16972	0.375	ptbr-test	20	22	['R']	['Governo', 'União', 'R', 'R']	['R']	['Governo', 'União', 'R', 'R']	['None', 'advmod', 'punct', 'ROOT', 'obj', 'advmod', 'case', 'det', 'amod', 'obl', 'case', 'nmod', 'punct', 'advmod', 'advcl', 'obj', 'case', 'nmod', 'nummod', 'nmod:npmod', 'None']	['None', 'det', 'nsubj', 'advmod', 'ROOT', 'det', 'obj', 'amod', 'case', 'nmod', 'case', 'obl', 'case', 'nmod', 'nummod', 'nmod:npmod', 'obj', 'obj', 'nummod', 'nmod:npmod', 'None']	0.9091	21.0	0.1538	0.0312	0.33	0.5	0.5	0.769	0.737	economia_mercado	economia_mercado	1	3.0480992794036865	3.2004222869873047	2.3911761045455933	2.5757713317871094	3.873671293258667
A primeira partida está prevista para quinta-feira, em Buenos Aires.	Todos passaram de madrugada pelo Instituto de Queimados de Buenos Aires e foram liberados.	1.25	test	7051	7032	16973	0.0625	ptbr-test	12	15	['Buenos Aires']	['Instituto', 'Queimados', 'Buenos Aires']	['Buenos', 'Aires']	['Instituto', 'Queimados', 'Buenos', 'Aires']	['None', 'det', 'amod', 'nsubj', 'cop', 'ROOT', 'case', 'obl', 'punct', 'case', 'obl', 'flat:name', 'None']	['None', 'nsubj', 'ROOT', 'case', 'obl', 'case', 'obl', 'case', 'nmod', 'case', 'nmod', 'flat:name', 'cc', 'aux:pass', 'conj', 'None']	0.8	13.5	0.1	0.0476	0.5	0.667	0.667	0.385	0.56	futebol_esporte	0	0	2.25675368309021	3.0462660789489746	2.3069097995758057	2.464116096496582	3.341524600982666
O spread médio da pessoa física no crédito livre passou de 43,3 pontos para 44,4 pontos.	Para pessoa jurídica, o spread médio foi mantido em 14,5 pontos no período.	3.25	test	7052	7033	16974	0.5625	ptbr-test	17	15	[]	[]	[]	[]	['None', 'det', 'nsubj', 'amod', 'case', 'nmod', 'ROOT', 'det', 'nsubj', 'amod', 'ROOT', 'case', 'nummod', 'obl', 'case', 'nummod', 'nmod', 'None']	['None', 'case', 'obl', 'amod', 'punct', 'det', 'nsubj:pass', 'amod', 'aux:pass', 'ROOT', 'case', 'nummod', 'obl', 'case', 'obl', 'None']	0.8824	16.0	0.3333	0.08	0.0	0.268	0.286	0.545	0.6	0	0	1	3.005715847015381	3.0325870513916016	3.0012826919555664	3.081563234329224	4.084710359573364
A Nasa divulgou novas imagens do Plutão, feitas pela sonda New Horizons.	A foto de Plutão foi tirada pela sonda “New Horizons”.	3.75	test	7053	7034	16975	0.6875	ptbr-test	14	13	['Nasa', 'Plutão', 'New Horizons']	['Plutão', 'New Horizons']	['Nasa', 'Plutão', 'New', 'Horizons']	['Plutão', 'New', 'Horizons']	['None', 'det', 'nsubj', 'ROOT', 'amod', 'obj', 'case', 'nmod', 'punct', 'acl', 'ROOT', 'flat:name', 'appos', 'flat:name', 'None']	['None', 'det', 'nsubj:pass', 'case', 'nmod', 'aux:pass', 'ROOT', 'xcomp', 'flat:name', 'flat:name', 'flat:name', 'flat:name', 'appos', 'None']	0.9286	13.5	0.1579	0.0526	0.75	0.333	0.333	0.429	0.56	ciencia	ciencia	1	4.738396644592285	4.554728031158447	4.35968542098999	4.493592739105225	3.7391648292541504
